SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/6/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0585","0.0000234"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/6/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005448","0.0001438272"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/6/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/7/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000144","0.00001008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/7/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.032256","0.049545216"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/7/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0007","0.00000028"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/7/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0596","0.00002384"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/7/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005448","0.0001438272"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/7/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/8/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/8/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.030912","0.047480832"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/8/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.002","0.0000008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/8/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0593","0.00002372"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/8/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/8/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/9/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000147","0.00001029"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/9/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.029568","0.045416448"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/9/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0013","0.00000052"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/9/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0597","0.00002388"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/9/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005557","0.0001467048"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/9/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{12DA282F-7E96-49E2-983A-9A65DA2A4866}","Data Management","All","All","Standard IO - Table Read Operation Units (in 10,000s)","0.0002","0.00000008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{211E620C-EBCF-4DB5-A7FD-996ABEBE9546}","Data Management","All","All","Standard IO - Block Blob Write Operation Units (in 10,000s)","0.0044","0.00000176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.088119","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0114","0.00000456"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.028224","0.043352064"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","0.0367","0.00005505"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","0.042","0.000063"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{767660FA-525B-436F-A375-6DA3E26F09B2}","Data Management","All","All","Standard IO - File Delete Operation Units (in 10,000s)","0.0054","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","5.9E-05","0.0000028615"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{9A56B4F4-1D78-416E-A19B-815490AD7910}","Data Management","All","All","Standard IO - Table Scan Operation Units (in 10,000s)","0.0011","0.00000044"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0029","0.00000116"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.004032","0.006193152"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0603","0.00002412"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0015","0.0000225"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{F8C187BB-5A47-46AE-B874-F186D207FFF4}","Data Management","All","All","Standard IO - Block Blob List Operation Units (in 10,000s)","0.0003","0.00000012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/10/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","0.0476","0.000714"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{12DA282F-7E96-49E2-983A-9A65DA2A4866}","Data Management","All","All","Standard IO - Table Read Operation Units (in 10,000s)","0.0005","0.0000002"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{211E620C-EBCF-4DB5-A7FD-996ABEBE9546}","Data Management","All","All","Standard IO - Block Blob Write Operation Units (in 10,000s)","0.0088","0.00000352"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","4.804369","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000144","0.00001008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0237","0.00000948"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.030912","0.047480832"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{5E946CFC-ACC9-4A96-895B-92386FA63C9C}","Data Management","All","All","Standard IO - Queue Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","16.4765","0.02471475"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","22.7757","0.03416355"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{767660FA-525B-436F-A375-6DA3E26F09B2}","Data Management","All","All","Standard IO - File Delete Operation Units (in 10,000s)","0.1923","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{923978E1-FD3F-4BD5-A798-F4B533057E46}","Data Management","All","All","Standard IO - Block Blob Delete Operation Units (in 10,000s)","0.0003","0.00000012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","1.793318","0.086975923"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{9A56B4F4-1D78-416E-A19B-815490AD7910}","Data Management","All","All","Standard IO - Table Scan Operation Units (in 10,000s)","0.0027","0.00000108"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.002","0.0000008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.010752","0.016515072"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","6.16675","24.42033"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.058","0.0000232"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0154","0.000231"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00592","0.000156288"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.003734","0.00022404"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{F8C187BB-5A47-46AE-B874-F186D207FFF4}","Data Management","All","All","Standard IO - Block Blob List Operation Units (in 10,000s)","0.0006","0.00000024"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/11/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","25.1961","0.3779415"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{12DA282F-7E96-49E2-983A-9A65DA2A4866}","Data Management","All","All","Standard IO - Table Read Operation Units (in 10,000s)","0.0013","0.00000052"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{211E620C-EBCF-4DB5-A7FD-996ABEBE9546}","Data Management","All","All","Standard IO - Block Blob Write Operation Units (in 10,000s)","0.0131","0.00000524"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","39.974862","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000151","0.00001057"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0426","0.00001704"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.032256","0.049545216"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{5E946CFC-ACC9-4A96-895B-92386FA63C9C}","Data Management","All","All","Standard IO - Queue Operation Units (in 10,000s)","0.0004","0.00000016"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","72.7765","0.10916475"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","73.9046","0.1108569"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{767660FA-525B-436F-A375-6DA3E26F09B2}","Data Management","All","All","Standard IO - File Delete Operation Units (in 10,000s)","0.7262","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{923978E1-FD3F-4BD5-A798-F4B533057E46}","Data Management","All","All","Standard IO - Block Blob Delete Operation Units (in 10,000s)","0.0012","0.00000048"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","11.37844","0.55185434"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{9A56B4F4-1D78-416E-A19B-815490AD7910}","Data Management","All","All","Standard IO - Table Scan Operation Units (in 10,000s)","0.0059","0.00000236"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0084","0.00000336"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.037632","0.057802752"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","34.600131","137.01651876"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0626","0.00002504"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.027","0.000405"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.008035","0.000212124"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.154627","0.00927762"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{F8C187BB-5A47-46AE-B874-F186D207FFF4}","Data Management","All","All","Standard IO - Block Blob List Operation Units (in 10,000s)","0.0009","0.00000036"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/12/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","109.7456","1.646184"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{12DA282F-7E96-49E2-983A-9A65DA2A4866}","Data Management","All","All","Standard IO - Table Read Operation Units (in 10,000s)","0.0019","0.00000076"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{211E620C-EBCF-4DB5-A7FD-996ABEBE9546}","Data Management","All","All","Standard IO - Block Blob Write Operation Units (in 10,000s)","0.0177","0.00000708"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.35452","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000168","0.00001176"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0866","0.00003464"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.030912","0.047480832"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{5E946CFC-ACC9-4A96-895B-92386FA63C9C}","Data Management","All","All","Standard IO - Queue Operation Units (in 10,000s)","0.0005","0.0000002"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{6A99015C-D33F-4F46-AE59-2E4D14091AA8}","Data Management","All","All","Standard IO - File Protocol Operation Units (in 10,000s)","1.6402","0.0024603"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{761ABAB8-259D-4206-A6AE-707ED03FC540}","Data Management","All","All","Standard IO - File Read Operation Units (in 10,000s)","1.9136","0.0028704"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{767660FA-525B-436F-A375-6DA3E26F09B2}","Data Management","All","All","Standard IO - File Delete Operation Units (in 10,000s)","0.1229","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{923978E1-FD3F-4BD5-A798-F4B533057E46}","Data Management","All","All","Standard IO - Block Blob Delete Operation Units (in 10,000s)","0.0015","0.0000006"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.867001","0.0420495485"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{9A56B4F4-1D78-416E-A19B-815490AD7910}","Data Management","All","All","Standard IO - Table Scan Operation Units (in 10,000s)","0.009","0.0000036"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0139","0.00000556"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{AC5F153E-9A9E-480C-867D-95550D4EBDD4}","Storage","Locally Redundant","US East","Standard Managed Disk/S4 (Units)","0.002688","0.004128768"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{ADB55C65-7F0D-4FFE-9E0E-A37D5CE6FD60}","Virtual Machines","Standard_NC24r VM","US East","Compute Hours","2.233378","8.84417688"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0635","0.0000254"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{BE63F96A-EF4B-42C1-9365-F9FA0E7431D0}","Data Management","All","All","Standard IO - File List Operation Units (in 10,000s)","0.0059","0.0000885"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005566","0.0001469424"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.392602","0.02355612"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{F8C187BB-5A47-46AE-B874-F186D207FFF4}","Data Management","All","All","Standard IO - Block Blob List Operation Units (in 10,000s)","0.0012","0.00000048"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","10/13/2017","{F90F81D2-238A-49D0-9F1B-9DF13A859843}","Data Management","All","All","Standard IO - File Write Operation Units (in 10,000s)","2.0236","0.030354"
