SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/14/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.01188","0.000471636"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.029568","0.022708224"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0166","0.00000664"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0452","0.00001808"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/15/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.011385","0.0004519845"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.028224","0.021676032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0158","0.00000632"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0439","0.00001756"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/16/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.011385","0.0004519845"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000124","0.00000868"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.030912","0.023740416"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0146","0.00000584"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0432","0.00001728"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/17/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.011385","0.0004519845"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000117","0.00000819"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.030912","0.023740416"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0158","0.00000632"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0444","0.00001776"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/18/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.011385","0.0004519845"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00012","0.0000084"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.032256","0.024772608"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0195","0.0000078"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0487","0.00001948"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005448","0.0001438272"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/19/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.01188","0.000471636"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00014","0.0000098"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.02688","0.02064384"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0158","0.00000632"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0444","0.00001776"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/20/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.011385","0.0004519845"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000273","0.00001911"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.02688","0.02064384"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.029568","0.022708224"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0164","0.00000656"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.017","0.0000068"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0426","0.00001704"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{B9E5E77C-A0B3-4A2C-9B8B-57FA54F31C52}","Data Management","All","All","Standard IO - Table Batch Write Operation Units (in 10,000s)","0.0456","0.00001824"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005112","0.0001349568"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.005339","0.0001409496"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.538153","0.22690765"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.01089","0.000432333"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/21/2017","{ED8A651A-E0A3-4DE6-A8AE-3B4CE8CB72CF}","Storage","Locally Redundant","All","Standard IO - Files (GB)","0.011385","0.0004519845"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/22/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000126","0.00000882"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","9/22/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.028224","0.021676032"
